LAMMPS data file via write_data, version 22 Jul 2025, timestep = 5, units = metal

128 atoms
3 atom types

0 10.224764 xlo xhi
0 8.854905 ylo yhi
0 16.69697 zlo zhi
5.112382 0 0 xy xz yz

Masses

1 63.55
2 63.55
3 63.55

Atoms # atomic

1 1 2.4870028799923887e-07 1.871070248225119e-07 16.694080777943768 0 0 -1
2 1 1.2780957512997673 2.213726428713345 16.69408079489879 0 0 -1
5 1 2.556191248700288 1.8710702401723094e-07 16.694080777943768 0 0 -1
17 1 1.2780957511531204 0.7379089618153165 2.0842386915444715 0 0 0
18 1 2.556191248846902 2.9516351851419853 2.084238685372097 0 0 0
33 1 2.556191248849321 1.4758177211237038 4.174210895536392 0 0 0
6 1 3.834286751299768 2.213726428713345 16.69408079489879 0 0 -1
9 1 5.112382248700287 1.871070241436767e-07 16.694080777943768 0 0 -1
10 1 6.390477751299768 2.213726428713345 16.69408079489879 0 0 -1
13 1 7.668573248700287 1.8710702412738228e-07 16.694080777943768 0 0 -1
21 1 3.8342867511531202 0.737908961815317 2.0842386915444715 0 0 0
22 1 5.112382248846902 2.9516351851419858 2.084238685372097 0 0 0
25 1 6.390477751153119 0.7379089618153173 2.0842386915444715 0 0 0
26 1 7.668573248846901 2.9516351851419858 2.0842386853720973 0 0 0
34 1 3.8342867511506724 3.689543953656845 4.1742109122242805 0 0 0
37 1 5.112382248849321 1.475817721123704 4.174210895536392 0 0 0
38 1 6.390477751150672 3.6895439536568446 4.1742109122242805 0 0 0
41 1 7.66857324884932 1.475817721123704 4.174210895536392 0 0 0
14 1 8.946668751299768 2.213726428713345 16.69408079489879 0 0 -1
29 1 8.94666875115312 0.737908961815317 2.0842386915444715 0 0 0
30 1 10.224764248846903 2.9516351851419853 2.0842386853720973 0 0 0
42 1 8.946668751150671 3.6895439536568446 4.1742109122242805 0 0 0
45 1 10.224764248849318 1.475817721123704 4.174210895536392 0 0 0
46 1 11.502859751150671 3.6895439536568446 4.1742109122242805 0 0 0
4 1 3.8342867512996626 6.641178926030446 16.69408079443583 0 0 -1
7 1 5.112382248700284 4.42745267704582 16.694080785697622 0 0 -1
8 1 6.390477751299663 6.641178926030447 16.69408079443583 0 0 -1
11 1 7.668573248700284 4.42745267704582 16.694080785697622 0 0 -1
19 1 3.834286751153093 5.165361478575695 2.084238689057714 0 0 0
20 1 5.1123822488468695 7.379087672810511 2.0842386889283935 0 0 0
23 1 6.390477751153094 5.165361478575695 2.084238689057714 0 0 0
24 1 7.66857324884687 7.3790876728105115 2.084238688928393 0 0 0
35 1 5.112382248849286 5.903270227807417 4.1742108880130395 0 0 0
36 1 6.3904777511507085 8.116996459366687 4.174210916604996 0 0 0
39 1 7.668573248849286 5.9032702278074165 4.17421088801304 0 0 0
12 1 8.946668751299661 6.641178926030447 16.69408079443583 0 0 -1
15 1 10.224764248700284 4.42745267704582 16.694080785697622 0 0 -1
27 1 8.946668751153094 5.165361478575695 2.084238689057714 0 0 0
28 1 10.22476424884687 7.3790876728105115 2.084238688928393 0 0 0
40 1 8.94666875115071 8.116996459366687 4.174210916604996 0 0 0
43 1 10.224764248849286 5.9032702278074165 4.1742108880130395 0 0 0
3 1 2.5561912487002854 4.42745267704582 16.694080785697622 0 0 -1
16 1 11.502859751299663 6.641178926030447 16.69408079443583 0 0 -1
31 1 11.502859751153093 5.165361478575695 2.084238689057714 0 0 0
32 1 12.780955248846869 7.3790876728105115 2.0842386889283926 0 0 0
44 1 11.502859751150709 8.116996459366687 4.174210916604996 0 0 0
47 1 12.780955248849287 5.9032702278074165 4.1742108880130395 0 0 0
48 1 14.059050751150709 8.116996459366687 4.174210916604996 0 0 0
49 1 2.4863343043111576e-07 1.8392651766748613e-07 6.261363585793111 0 0 0
50 1 1.2780957513666515 2.2137264924981856 6.261363585793195 0 0 0
53 1 2.55619124863343 1.8392651770004464e-07 6.261363585793111 0 0 0
54 1 3.8342867513666516 2.213726492498186 6.261363585793195 0 0 0
57 1 5.1123822486334305 1.8392651766810068e-07 6.261363585793111 0 0 0
58 1 6.390477751366653 2.213726492498186 6.261363585793194 0 0 0
61 1 7.668573248633431 1.839265175220207e-07 6.261363585793111 0 0 0
62 1 8.946668751366651 2.213726492498186 6.261363585793195 0 0 0
52 1 3.8342867513665713 6.641178988227595 6.261363585793215 0 0 0
55 1 5.1123822486333745 4.427452671690723 6.261363585793183 0 0 0
56 1 6.390477751366571 6.641178988227595 6.261363585793215 0 0 0
59 1 7.668573248633374 4.427452671690723 6.261363585793183 0 0 0
60 1 8.94666875136657 6.641178988227595 6.261363585793215 0 0 0
63 1 10.224764248633374 4.427452671690723 6.261363585793183 0 0 0
51 1 2.556191248633374 4.427452671690723 6.261363585793183 0 0 0
64 1 11.502859751366572 6.641178988227595 6.261363585793215 0 0 0
65 1 2.5561912488493066 1.4758177211236874 8.348516433851003 0 0 0
81 1 1.2780957511531204 0.7379089618151885 10.438488477679046 0 0 0
